"","county_desc","site_name","election_dt","site_total_age","age_percent_Age 18 - 25","age_percent_Age 26 - 40","age_percent_Age 41 - 65","age_percent_Age Over 66","age_percent_NA","n_Age 18 - 25","n_Age 26 - 40","n_Age 41 - 65","n_Age Over 66","n_NA","site_total_ethnicity","ethnicity_percent_HISPANIC or LATINO","ethnicity_percent_NOT HISPANIC or NOT LATINO","ethnicity_percent_UNDESIGNATED ETHNICITY","n_HISPANIC or LATINO","n_NOT HISPANIC or NOT LATINO","n_UNDESIGNATED ETHNICITY","site_total","race_percent_ASIAN","race_percent_BLACK or AFRICAN AMERICAN","race_percent_INDIAN AMERICAN or ALASKA NATIVE","race_percent_OTHER","race_percent_TWO or MORE RACES","race_percent_UNDESIGNATED RACE","race_percent_WHITE","race_percent_'UNDESIGNATED","n_ASIAN","n_BLACK or AFRICAN AMERICAN","n_INDIAN AMERICAN or ALASKA NATIVE","n_OTHER","n_TWO or MORE RACES","n_UNDESIGNATED RACE","n_WHITE","n_'UNDESIGNATED","n","sdr_percent","race_percent_NATIVE HAWAIIAN or PACIFIC ISLANDER","n_NATIVE HAWAIIAN or PACIFIC ISLANDER","election"
"1876","CATAWBA","SOUTHWEST LIBRARY","11/03/2020",10082,0.074,0.175,0.486,0.252,0.013,747,1769,4899,2540,127,10082,0.011,0.787,0.201,115,7937,2030,10082,0.01,0.059,0.001,0.013,0.002,0.094,0.821,NA,101,595,12,132,16,949,8276,NA,322,0.032,0,1,"2020-11"
"1877","CHATHAM"," GOLDSTON ONE STOP","11/03/2020",2578,0.082,0.159,0.451,0.297,0.011,211,409,1163,766,29,2578,0.005,0.783,0.212,13,2019,546,2578,0.001,0.137,0,0.006,0.001,0.066,0.789,NA,2,354,1,15,2,169,2035,NA,85,0.033,NA,NA,"2020-11"
"1878","CHATHAM","CCCC HEALTH SCIENCE BUILDING","11/03/2020",6531,0.055,0.188,0.485,0.263,0.01,356,1225,3168,1715,67,6531,0.02,0.647,0.333,132,4226,2173,6531,0.013,0.067,0.003,0.016,0.006,0.151,0.744,NA,84,439,19,105,39,983,4862,NA,135,0.021,NA,NA,"2020-11"
"1879","CHATHAM","CHATHAM COUNTY AGRICULTURE & CONFERENCE CENTER","11/03/2020",8278,0.069,0.154,0.503,0.261,0.012,569,1278,4167,2163,101,8278,0.016,0.681,0.303,134,5637,2507,8278,0.006,0.137,0.003,0.012,0.003,0.122,0.717,NA,50,1132,22,102,26,1009,5937,NA,187,0.023,NA,NA,"2020-11"
"1880","CHATHAM","GOVERNORS VILLAGE","11/03/2020",4631,0.069,0.149,0.465,0.307,0.01,319,691,2154,1421,46,4631,0.02,0.649,0.331,92,3006,1533,4631,0.017,0.06,0.001,0.016,0.003,0.166,0.736,NA,80,279,5,76,15,767,3408,NA,113,0.024,0,1,"2020-11"
"1881","CHATHAM","NEW HOPE BAPTIST CHURCH","11/03/2020",3159,0.057,0.12,0.441,0.377,0.005,180,378,1393,1191,17,3159,0.011,0.578,0.411,35,1827,1297,3159,0.026,0.07,0.002,0.024,0.005,0.157,0.717,NA,81,220,6,76,15,496,2265,NA,78,0.025,NA,NA,"2020-11"
"1882","CHATHAM","SILER CITY","11/03/2020",6269,0.095,0.156,0.432,0.301,0.015,597,980,2709,1888,95,6269,0.068,0.678,0.253,427,4253,1589,6269,0.004,0.197,0.002,0.034,0.005,0.12,0.637,NA,24,1237,11,216,30,755,3996,NA,184,0.029,NA,NA,"2020-11"
"1883","CHEROKEE","CHEROKEE COUNTY BOARD OF ELECTIONS OFFICE","11/03/2020",9425,0.055,0.121,0.436,0.378,0.009,520,1144,4109,3563,89,9425,0.008,0.824,0.168,73,7764,1588,9425,0.003,0.008,0.005,0.007,0.001,0.042,0.933,NA,30,76,51,69,14,395,8790,NA,244,0.026,NA,NA,"2020-11"
"1884","CHOWAN","NORTHERN CHOWAN COMM CENTER","11/03/2020",1895,0.059,0.151,0.44,0.339,0.012,111,287,833,642,22,1895,0.003,0.787,0.211,5,1491,399,1895,0.001,0.135,0.002,0.004,0.001,0.053,0.805,NA,1,255,4,8,1,100,1526,NA,58,0.031,NA,NA,"2020-11"
"1885","CHOWAN","OLD D F WALKER GYMNASIUM REAR ENTRANCE","11/03/2020",3943,0.051,0.146,0.437,0.358,0.008,201,574,1725,1412,31,3943,0.006,0.775,0.219,23,3056,864,3943,0.002,0.332,0.001,0.006,0.002,0.045,0.612,NA,9,1308,3,22,8,178,2414,NA,109,0.028,0,1,"2020-11"
"1886","CLAY","CLAY COUNTY BOARD OF ELECTIONS OFFICE","11/03/2020",4491,0.045,0.115,0.399,0.432,0.009,201,515,1793,1942,40,4491,0.005,0.788,0.208,21,3537,933,4491,0.001,0.002,0.001,0.003,0.001,0.053,0.938,NA,6,9,6,12,6,239,4213,NA,90,0.02,NA,NA,"2020-11"
"1887","CLEVELAND","BOILING SPRINGS TOWN HALL (NEW)","11/03/2020",6631,0.086,0.183,0.472,0.249,0.01,572,1211,3129,1650,69,6631,0.005,0.8,0.195,36,5302,1293,6631,0.001,0.064,0.002,0.006,0.002,0.087,0.836,NA,9,426,12,43,16,579,5546,NA,206,0.031,NA,NA,"2020-11"
"1888","CLEVELAND","MT. ZION BAPTIST CHURCH","11/03/2020",8724,0.07,0.184,0.48,0.256,0.01,612,1607,4190,2229,86,8724,0.007,0.768,0.225,64,6699,1961,8724,0.004,0.182,0.001,0.006,0.001,0.099,0.707,NA,39,1588,9,49,6,863,6169,NA,342,0.039,0,1,"2020-11"
"1889","CLEVELAND","PALM TREE UNITED METHODIST CHURCH.","11/03/2020",4998,0.061,0.153,0.461,0.317,0.008,304,767,2302,1585,40,4998,0.004,0.821,0.175,20,4103,875,4998,0.002,0.081,0.001,0.003,0.001,0.072,0.839,NA,11,404,3,17,7,361,4195,NA,164,0.033,NA,NA,"2020-11"
"1890","CLEVELAND","THE LEGRAND CENTER","11/03/2020",15699,0.077,0.18,0.464,0.269,0.011,1202,2827,7277,4228,165,15699,0.009,0.792,0.199,137,12432,3130,15699,0.003,0.296,0.001,0.008,0.003,0.078,0.61,NA,49,4650,19,127,52,1221,9580,NA,551,0.035,0,1,"2020-11"
"1891","COLUMBUS","CHADBOURN MUNICIPAL ANNEX","11/03/2020",3488,0.075,0.17,0.458,0.285,0.012,261,594,1596,995,42,3488,0.003,0.819,0.178,11,2856,621,3488,0.001,0.352,0.011,0.006,0.002,0.051,0.577,NA,2,1229,40,21,8,177,2011,NA,147,0.042,NA,NA,"2020-11"
"1892","COLUMBUS","COLUMBUS COUNTY BOARD OF ELECTIONS OFFICE","11/03/2020",6318,0.069,0.136,0.451,0.333,0.011,439,858,2852,2102,67,6318,0.004,0.814,0.182,28,5140,1150,6318,0.002,0.293,0.028,0.009,0.002,0.048,0.618,NA,10,1849,179,59,15,301,3905,NA,183,0.029,NA,NA,"2020-11"
"1893","COLUMBUS","FAIR BLUFF FIRE DEPT","11/03/2020",1212,0.082,0.142,0.458,0.305,0.013,99,172,555,370,16,1212,0.002,0.842,0.156,3,1020,189,1212,NA,0.25,0.004,0.003,0.002,0.045,0.696,NA,NA,303,5,4,2,54,844,NA,53,0.044,NA,NA,"2020-11"
"1894","COLUMBUS","RANSOM EVENT CTR","11/03/2020",2768,0.083,0.172,0.442,0.295,0.008,229,476,1223,817,23,2768,0.005,0.75,0.245,14,2076,678,2768,0.001,0.347,0.056,0.007,0.003,0.085,0.501,NA,3,960,155,19,7,236,1388,NA,103,0.037,NA,NA,"2020-11"
"1895","COLUMBUS","TABOR CITY COURT HOUSE","11/03/2020",3222,0.079,0.176,0.459,0.275,0.012,253,567,1478,886,38,3222,0.003,0.797,0.2,9,2568,645,3222,0.001,0.222,0.003,0.005,0,0.07,0.7,NA,3,715,10,15,1,224,2254,NA,170,0.053,NA,NA,"2020-11"
"1896","CRAVEN","BERNE  SQUARE","11/03/2020",11213,0.063,0.173,0.44,0.312,0.011,711,1940,4936,3504,122,11213,0.012,0.796,0.192,131,8924,2158,11213,0.014,0.162,0.002,0.011,0.003,0.064,0.743,NA,159,1821,21,118,38,722,8331,NA,312,0.028,0,3,"2020-11"
"1897","CRAVEN","COVE CITY FD","11/03/2020",3819,0.043,0.115,0.428,0.407,0.007,163,440,1636,1553,27,3819,0.005,0.826,0.169,18,3154,647,3819,0.001,0.208,0.001,0.004,0.003,0.037,0.745,NA,5,795,2,17,11,142,2847,NA,67,0.018,NA,NA,"2020-11"
"1898","CRAVEN","CRAVEN COUNTY BOARD OF ELECTIONS OFFICE","11/03/2020",8631,0.055,0.183,0.436,0.317,0.009,471,1577,3764,2738,81,8631,0.016,0.77,0.214,138,6644,1849,8631,0.018,0.22,0.001,0.015,0.003,0.066,0.676,NA,152,1899,12,133,29,573,5832,NA,242,0.028,0,1,"2020-11"
"1899","CRAVEN","NEW BEGINNINGS MINISTRY OF FAITH","11/03/2020",7466,0.078,0.188,0.486,0.237,0.011,580,1404,3626,1771,85,7466,0.032,0.771,0.197,237,5760,1469,7466,0.014,0.204,0.004,0.031,0.006,0.081,0.66,NA,102,1522,30,231,45,607,4926,NA,288,0.039,0,3,"2020-11"
"1900","CRAVEN","VANCEBORO FIRE DEPARTMENT","11/03/2020",4594,0.068,0.153,0.467,0.306,0.005,312,705,2147,1405,25,4594,0.007,0.808,0.184,33,3714,847,4594,0.001,0.196,0.002,0.007,0.002,0.052,0.739,NA,5,902,11,34,10,239,3393,NA,114,0.025,NA,NA,"2020-11"
"1901","CUMBERLAND","CLIFFDALE RECREATION CENTER","11/03/2020",13100,0.095,0.235,0.467,0.195,0.009,1239,3075,6114,2558,114,13100,0.055,0.635,0.31,724,8315,4061,13100,0.017,0.566,0.005,0.053,0.013,0.103,0.244,NA,223,7413,63,695,165,1348,3191,NA,682,0.052,0,2,"2020-11"
"1902","CUMBERLAND","COLLEGE LAKES RECREATION CENTER","11/03/2020",13041,0.082,0.209,0.481,0.217,0.011,1063,2721,6279,2829,149,13041,0.037,0.684,0.278,487,8924,3630,13041,0.012,0.462,0.005,0.037,0.01,0.083,0.391,NA,153,6019,69,477,127,1087,5099,NA,447,0.034,0.001,10,"2020-11"
"1903","CUMBERLAND","EAST REGIONAL LIBRARY","11/03/2020",10677,0.073,0.173,0.501,0.241,0.012,783,1848,5345,2574,127,10677,0.019,0.723,0.258,206,7716,2755,10677,0.004,0.223,0.016,0.022,0.005,0.068,0.662,NA,39,2383,171,231,54,723,7072,NA,341,0.032,0,4,"2020-11"
"1904","CUMBERLAND","EE MILLER RECREATION CENTER","11/03/2020",6524,0.084,0.246,0.497,0.162,0.012,547,1602,3240,1055,80,6524,0.053,0.596,0.351,349,3886,2289,6524,0.011,0.601,0.005,0.052,0.011,0.121,0.198,NA,70,3924,35,337,73,787,1291,NA,286,0.044,0.001,7,"2020-11"
"1905","CUMBERLAND","GRAY'S CREEK RECREATION CENTER","11/03/2020",6990,0.086,0.2,0.528,0.17,0.016,602,1398,3691,1186,113,6990,0.029,0.689,0.282,205,4813,1972,6990,0.007,0.231,0.017,0.027,0.005,0.081,0.631,NA,49,1618,121,190,37,565,4408,NA,240,0.034,0,2,"2020-11"
"1906","CUMBERLAND","HOPE MILLS RECREATION CENTER","11/03/2020",11121,0.081,0.218,0.502,0.187,0.013,903,2420,5578,2077,143,11121,0.058,0.643,0.299,644,7151,3326,11121,0.011,0.353,0.015,0.048,0.01,0.101,0.462,NA,125,3921,171,530,106,1121,5143,NA,483,0.043,0,4,"2020-11"
"1907","CUMBERLAND","KIWANIS RECREATION CENTER","11/03/2020",9340,0.073,0.21,0.46,0.247,0.01,679,1960,4299,2304,98,9340,0.032,0.706,0.261,302,6597,2441,9340,0.015,0.229,0.008,0.035,0.011,0.08,0.623,NA,139,2139,74,326,101,743,5818,NA,288,0.031,NA,NA,"2020-11"
"1908","CUMBERLAND","MASSEY HILL RECREATION CENTER","11/03/2020",6481,0.067,0.19,0.495,0.239,0.009,432,1234,3209,1546,60,6481,0.029,0.635,0.335,190,4117,2174,6481,0.007,0.472,0.016,0.026,0.009,0.082,0.387,NA,46,3059,104,166,61,534,2509,NA,276,0.043,0,2,"2020-11"
"1909","CUMBERLAND","SMITH RECREATION CENTER","11/03/2020",5404,0.113,0.17,0.437,0.264,0.017,610,916,2359,1426,93,5404,0.017,0.675,0.308,94,3647,1663,5404,0.003,0.835,0.004,0.016,0.011,0.079,0.052,NA,14,4514,20,85,60,428,279,NA,321,0.059,0.001,4,"2020-11"
"1910","CUMBERLAND","SPRING LAKE MULTIPUROSE COMMUNITY CENTER","11/03/2020",3406,0.126,0.255,0.436,0.171,0.011,430,870,1485,583,38,3406,0.069,0.604,0.327,235,2058,1113,3406,0.019,0.514,0.005,0.043,0.014,0.132,0.273,NA,64,1751,16,146,47,451,929,NA,321,0.094,0.001,2,"2020-11"
"1911","CUMBERLAND","STONEY POINT RECREATION CENTER","11/03/2020",7972,0.094,0.223,0.533,0.13,0.02,750,1776,4247,1038,161,7972,0.051,0.624,0.325,403,4977,2592,7972,0.017,0.281,0.013,0.043,0.009,0.141,0.496,NA,132,2241,103,345,75,1122,3953,NA,394,0.049,0,1,"2020-11"
"1912","CUMBERLAND","WESTOVER RECREATION CENTER","11/03/2020",5281,0.094,0.234,0.427,0.233,0.012,498,1235,2255,1231,62,5281,0.048,0.618,0.335,251,3262,1768,5281,0.015,0.531,0.004,0.053,0.01,0.151,0.236,NA,77,2805,20,280,55,796,1247,NA,336,0.064,0,1,"2020-11"
"1913","CURRITUCK","COURTROOM C","11/03/2020",8824,0.062,0.166,0.514,0.25,0.008,545,1463,4537,2208,71,8824,0.008,0.425,0.567,72,3749,5003,8824,0.003,0.06,0.003,0.012,0.003,0.065,0.854,NA,25,531,23,104,24,576,7539,NA,197,0.022,0,2,"2020-11"
"1914","DARE","CAPE HATTERAS SECONDARY SCHOOL - AUDITORIUM","11/03/2020",1814,0.045,0.139,0.502,0.307,0.008,82,252,910,556,14,1814,0.005,0.587,0.408,9,1064,741,1814,0.001,0.004,0.002,0.008,0.002,0.071,0.913,NA,1,8,3,14,3,129,1656,NA,63,0.035,NA,NA,"2020-11"
"1915","DARE","DARE COUNTY ADMINISTRATION BUILDING","11/03/2020",4908,0.055,0.15,0.48,0.305,0.009,272,737,2358,1495,46,4908,0.007,0.556,0.436,36,2731,2141,4908,0.002,0.049,0.001,0.012,0.002,0.06,0.874,NA,11,242,4,58,11,294,4288,NA,126,0.026,NA,NA,"2020-11"
"1916","DARE","KILL DEVIL HILLS TOWN HALL","11/03/2020",8634,0.05,0.154,0.505,0.285,0.007,435,1327,4356,2457,59,8634,0.007,0.478,0.514,64,4128,4442,8634,0.004,0.005,0.001,0.01,0.002,0.071,0.906,NA,34,44,11,90,21,610,7823,NA,230,0.027,0,1,"2020-11"
"1917","DAVIDSON","ARCADIA COMM BLDG","11/03/2020",9165,0.07,0.177,0.494,0.248,0.011,641,1618,4527,2274,105,9165,0.006,0.761,0.232,57,6979,2129,9165,0.003,0.029,0.002,0.007,0.001,0.08,0.878,NA,31,269,16,60,9,732,8047,NA,229,0.025,0,1,"2020-11"
"1918","DAVIDSON","DAVIDSON COUNTY BOARD OF ELECTIONS OFFICE","11/03/2020",10909,0.082,0.178,0.49,0.239,0.01,899,1943,5349,2607,111,10909,0.017,0.716,0.268,180,7810,2919,10909,0.007,0.134,0.003,0.017,0.002,0.088,0.749,NA,74,1465,30,182,21,963,8173,NA,384,0.035,0,1,"2020-11"
"1919","DAVIDSON","DAVIDSON COUNTY WEST CAMPUS GYM","11/03/2020",9932,0.081,0.17,0.472,0.263,0.014,806,1691,4691,2609,135,9932,0.008,0.784,0.208,84,7785,2063,9932,0.002,0.066,0.001,0.007,0.001,0.068,0.854,NA,24,655,14,74,11,674,8480,NA,243,0.024,NA,NA,"2020-11"
"1920","DAVIDSON","DENTON LIBRARY","11/03/2020",6521,0.072,0.164,0.475,0.278,0.01,471,1069,3100,1816,65,6521,0.004,0.741,0.256,25,4829,1667,6521,0.001,0.001,0.001,0.003,0,0.076,0.917,NA,8,7,7,20,3,494,5982,NA,269,0.041,NA,NA,"2020-11"
"1921","DAVIDSON","MIDWAY UNITED METHODIST","11/03/2020",10240,0.076,0.186,0.496,0.228,0.014,779,1905,5081,2335,140,10240,0.007,0.725,0.268,69,7424,2747,10240,0.002,0.044,0.001,0.006,0.001,0.094,0.852,NA,22,454,10,66,8,958,8722,NA,295,0.029,NA,NA,"2020-11"
"1922","DAVIDSON","THOMASVILLE LIBRARY","11/03/2020",10971,0.084,0.177,0.48,0.249,0.011,920,1943,5262,2729,117,10971,0.024,0.71,0.265,265,7794,2912,10971,0.005,0.136,0.003,0.016,0.003,0.112,0.725,NA,59,1490,30,174,37,1225,7956,NA,385,0.035,NA,NA,"2020-11"
"1923","DAVIE","BROCK GYM","11/03/2020",7628,0.079,0.167,0.461,0.281,0.012,600,1274,3519,2143,92,7628,0.02,0.761,0.219,150,5804,1674,7628,0.003,0.091,0.001,0.012,0.002,0.085,0.805,NA,20,697,9,94,18,652,6138,NA,202,0.026,NA,NA,"2020-11"
"1924","DAVIE","CORNERSTONE CHRISTIAN CHURCH","11/03/2020",7393,0.064,0.146,0.485,0.295,0.009,476,1077,3588,2183,69,7393,0.007,0.754,0.239,55,5573,1765,7393,0.004,0.02,0.001,0.005,0.002,0.1,0.867,NA,31,150,7,38,15,739,6413,NA,119,0.016,NA,NA,"2020-11"
"1925","DAVIE","JERUSALEM VOL FIRE DEPT","11/03/2020",2219,0.071,0.169,0.48,0.272,0.007,158,376,1066,603,16,2219,0.013,0.78,0.207,28,1731,460,2219,0.002,0.052,0,0.008,0.002,0.109,0.827,NA,4,115,1,17,4,242,1836,NA,70,0.032,NA,NA,"2020-11"
"1926","DUPLIN","AMERICAN LEGION BUILDING","11/03/2020",5390,0.082,0.164,0.425,0.316,0.013,440,885,2293,1704,68,5390,0.033,0.721,0.246,176,3888,1326,5390,0.002,0.298,0.003,0.017,0.002,0.081,0.597,NA,13,1605,15,92,13,435,3217,NA,217,0.04,NA,NA,"2020-11"
"1927","DUPLIN","LOIS G BRITT","11/03/2020",7453,0.071,0.16,0.459,0.299,0.012,531,1192,3419,2225,86,7453,0.027,0.745,0.228,201,5551,1701,7453,0.001,0.236,0.001,0.015,0.004,0.065,0.677,NA,11,1756,9,115,29,485,5047,NA,259,0.035,0,1,"2020-11"
"1928","DUPLIN","WALLACE SITE","11/03/2020",1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"2020-11"
"1929","DUPLIN","WARSAW COMMUNITY CENTER","11/03/2020",2285,0.096,0.153,0.454,0.289,0.008,220,349,1037,660,19,2285,0.037,0.688,0.275,85,1571,629,2285,0.002,0.44,0.001,0.022,0.002,0.093,0.439,NA,5,1006,3,51,5,213,1002,NA,108,0.047,NA,NA,"2020-11"
"1930","DUPLIN","WARSSAW FIRE DEPARTMENT","11/03/2020",1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"2020-11"
"1931","DURHAM","CRIMINAL JUSTICE RESOURCES CENTER","11/03/2020",5623,0.085,0.306,0.446,0.155,0.007,476,1723,2509,874,41,5623,0.031,0.628,0.341,173,3531,1919,5623,0.015,0.542,0.002,0.025,0.012,0.113,0.291,NA,85,3046,14,138,68,634,1637,NA,240,0.043,0,1,"2020-11"
"1932","DURHAM","DUKE UNIVERSITY KARSH ALUMNI CENTER","11/03/2020",12691,0.3,0.311,0.272,0.076,0.041,3801,3946,3457,961,526,12691,0.048,0.621,0.331,609,7879,4203,12691,0.067,0.119,0.002,0.025,0.024,0.178,0.584,NA,853,1512,27,312,301,2265,7417,NA,716,0.056,0,4,"2020-11"
"1933","DURHAM","DURHAM TECH MAIN CAMPUS","11/03/2020",2668,0.134,0.298,0.413,0.138,0.017,357,795,1101,369,46,2668,0.04,0.605,0.355,107,1614,947,2668,0.019,0.593,0.003,0.032,0.011,0.151,0.191,NA,51,1583,7,85,29,403,509,NA,139,0.052,0,1,"2020-11"
"1934","DURHAM","EAST REGIONAL LIBRARY","11/03/2020",10233,0.073,0.273,0.446,0.199,0.008,749,2797,4566,2035,86,10233,0.039,0.612,0.348,403,6266,3564,10233,0.016,0.362,0.002,0.027,0.007,0.158,0.427,NA,168,3702,21,278,75,1615,4373,NA,344,0.034,0,1,"2020-11"
"1935","DURHAM","ENO RIVER UNITARIAN UNIVERSALIST FELLOWSHIP","11/03/2020",8284,0.092,0.309,0.414,0.176,0.009,766,2556,3432,1459,71,8284,0.031,0.664,0.305,255,5501,2528,8284,0.022,0.171,0.002,0.026,0.01,0.13,0.638,NA,184,1413,17,216,85,1079,5289,NA,206,0.025,0,1,"2020-11"
"1936","DURHAM","GREATER EMMANUAL TEMPLE OF GRACE","11/03/2020",2898,0.077,0.306,0.419,0.188,0.009,224,887,1215,546,26,2898,0.032,0.636,0.332,93,1842,963,2898,0.01,0.602,0.002,0.019,0.01,0.112,0.245,NA,28,1745,7,56,29,324,709,NA,114,0.039,NA,NA,"2020-11"
"1937","DURHAM","HOPE VALLEY BAPTIST CHURCH","11/03/2020",11392,0.112,0.354,0.377,0.148,0.009,1272,4031,4292,1691,106,11392,0.031,0.631,0.339,352,7183,3857,11392,0.031,0.186,0.002,0.021,0.01,0.163,0.586,NA,357,2120,25,241,110,1862,6675,NA,359,0.032,0,2,"2020-11"
"1938","DURHAM","MAIN LIBRARY","11/03/2020",8742,0.089,0.381,0.396,0.125,0.009,779,3330,3460,1094,79,8742,0.046,0.614,0.34,404,5367,2971,8742,0.013,0.405,0.002,0.027,0.013,0.135,0.404,NA,114,3544,17,235,116,1181,3535,NA,343,0.039,NA,NA,"2020-11"
"1939","DURHAM","MT SYLVAN UNITED METHODIST CHURCH","11/03/2020",8795,0.064,0.18,0.451,0.294,0.01,564,1584,3967,2590,90,8795,0.015,0.742,0.243,132,6527,2136,8795,0.009,0.153,0.002,0.014,0.005,0.077,0.739,NA,81,1349,21,122,45,681,6496,NA,160,0.018,NA,NA,"2020-11"
"1940","DURHAM","NCCU ONESTOP","11/03/2020",7468,0.208,0.262,0.343,0.158,0.028,1555,1960,2565,1177,211,7468,0.02,0.59,0.39,152,4405,2911,7468,0.007,0.685,0.001,0.014,0.012,0.16,0.121,NA,54,5113,8,108,86,1194,904,NA,500,0.067,0,1,"2020-11"
"1941","DURHAM","NORTH REGIONAL LIBRARY","11/03/2020",11986,0.087,0.205,0.456,0.238,0.014,1042,2462,5465,2848,169,11986,0.034,0.665,0.301,412,7965,3609,11986,0.017,0.389,0.002,0.025,0.008,0.109,0.451,NA,200,4658,24,296,97,1309,5402,NA,318,0.027,NA,NA,"2020-11"
"1942","DURHAM","SOUTH REGIONAL LIBRARY","11/03/2020",13109,0.105,0.35,0.393,0.143,0.009,1380,4582,5146,1878,123,13109,0.038,0.608,0.354,501,7968,4640,13109,0.029,0.438,0.003,0.032,0.012,0.149,0.337,NA,384,5747,36,415,152,1955,4418,NA,469,0.036,0,2,"2020-11"
"1943","DURHAM","SOUTHERN HIGH SCHOOL","11/03/2020",7910,0.11,0.272,0.455,0.147,0.017,868,2150,3600,1160,132,7910,0.046,0.606,0.349,360,4793,2757,7910,0.006,0.581,0.002,0.027,0.011,0.144,0.23,NA,49,4594,13,212,84,1140,1816,NA,222,0.028,0,2,"2020-11"
"1944","DURHAM","THE RIVER CHURCH","11/03/2020",6043,0.082,0.314,0.45,0.145,0.009,494,1900,2720,877,52,6043,0.022,0.638,0.34,133,3857,2053,6043,0.028,0.312,0.002,0.023,0.012,0.15,0.473,NA,170,1887,14,136,72,905,2859,NA,184,0.03,NA,NA,"2020-11"
"1945","EDGECOMBE","EDGECOMBE COUNTY ADMINISTRATIVE BUILDING - AUDITOR","11/03/2020",7986,0.065,0.167,0.461,0.298,0.01,519,1330,3684,2376,77,7986,0.009,0.792,0.199,72,6325,1589,7986,0.001,0.502,0.002,0.008,0.002,0.04,0.446,NA,7,4009,12,61,17,318,3562,NA,258,0.032,NA,NA,"2020-11"
"1946","EDGECOMBE","PINES CHAPEL MBC FELLOWSHIP HALL","11/03/2020",2805,0.065,0.143,0.473,0.307,0.011,183,401,1328,861,32,2805,0.005,0.837,0.158,14,2349,442,2805,0,0.358,0.001,0.004,0.002,0.044,0.591,NA,1,1005,2,12,5,123,1657,NA,115,0.041,NA,NA,"2020-11"
"1947","EDGECOMBE","ROCKY MOUNT DEPARTMENT OF SOCIAL SERVICES","11/03/2020",7263,0.07,0.168,0.477,0.277,0.008,508,1222,3464,2013,56,7263,0.004,0.784,0.212,29,5694,1540,7263,0.001,0.784,0.001,0.007,0.003,0.047,0.157,NA,10,5694,10,49,22,340,1138,NA,383,0.053,NA,NA,"2020-11"
"1948","FORSYTH","BROWN DOUGLAS RECREATION CENTER","11/03/2020",5670,0.109,0.23,0.465,0.181,0.015,619,1303,2639,1025,84,5670,0.034,0.642,0.325,190,3639,1841,5670,0.002,0.704,0.001,0.028,0.006,0.112,0.147,NA,9,3992,5,160,33,636,835,NA,225,0.04,NA,NA,"2020-11"
"1949","FORSYTH","CLEMMONS LIBRARY","11/03/2020",11651,0.082,0.206,0.468,0.23,0.014,951,2405,5452,2684,159,11651,0.028,0.712,0.26,326,8294,3031,11651,0.016,0.104,0.002,0.024,0.004,0.115,0.735,NA,183,1211,18,281,50,1339,8569,NA,298,0.026,NA,NA,"2020-11"
"1950","FORSYTH","FORSYTH COUNTY BOARD OF ELECTIONS OFFICE","11/03/2020",6692,0.103,0.272,0.457,0.157,0.01,690,1819,3061,1053,69,6692,0.033,0.654,0.313,221,4376,2095,6692,0.01,0.457,0.001,0.025,0.007,0.123,0.376,NA,69,3057,8,165,49,826,2517,NA,269,0.04,0,1,"2020-11"
"1951","FORSYTH","HARPER HILL  SHOPPING CENTER","11/03/2020",11407,0.071,0.207,0.47,0.24,0.012,813,2362,5360,2739,133,11407,0.02,0.741,0.239,231,8447,2729,11407,0.017,0.112,0.001,0.021,0.005,0.091,0.753,NA,199,1278,12,240,54,1038,8586,NA,243,0.021,NA,NA,"2020-11"
"1952","FORSYTH","KERNERSVILLE BRANCH LIBRARY","11/03/2020",13035,0.078,0.202,0.472,0.237,0.011,1017,2632,6154,3091,141,13035,0.028,0.694,0.278,365,9044,3626,13035,0.007,0.112,0.002,0.018,0.004,0.116,0.741,NA,89,1458,20,239,58,1509,9661,NA,376,0.029,0,1,"2020-11"
"1953","FORSYTH","LEWISVILLE LIBRARY","11/03/2020",10006,0.074,0.188,0.479,0.244,0.014,742,1882,4792,2445,145,10006,0.015,0.747,0.238,151,7476,2379,10006,0.011,0.046,0.001,0.014,0.004,0.093,0.83,NA,115,465,13,136,37,934,8306,NA,193,0.019,NA,NA,"2020-11"
"1954","FORSYTH","MAZIE WOODRUFF","11/03/2020",4598,0.072,0.171,0.488,0.255,0.014,330,787,2246,1172,63,4598,0.02,0.697,0.283,94,3204,1300,4598,0.002,0.858,0.001,0.017,0.007,0.045,0.071,NA,8,3943,3,76,32,208,327,NA,95,0.021,0,1,"2020-11"
"1955","FORSYTH","MILLER PARK RECREATION CENTER","11/03/2020",7790,0.087,0.332,0.394,0.177,0.01,681,2590,3068,1376,75,7790,0.023,0.722,0.255,181,5626,1983,7790,0.014,0.105,0.001,0.02,0.008,0.116,0.735,NA,111,818,10,157,63,902,5727,NA,186,0.024,0,2,"2020-11"
